household_key,decile,decile_action_tier,km_segment,km_action_tier
2236,D4,Grow basket or category,1,VIP retention
2237,D3,Grow basket or category,1,VIP retention
2238,D5,Low-cost nurture,0,Growth: upsell
2239,D6,Low-cost nurture,3,Low-cost nurture
2240,D2,Grow basket or category,0,Growth: upsell
2241,D7,Low-cost nurture,0,Growth: upsell
2242,D7,Low-cost nurture,0,Growth: upsell
2243,D3,Grow basket or category,3,Low-cost nurture
2244,D2,Grow basket or category,0,Growth: upsell
2245,D3,Grow basket or category,1,VIP retention
2246,D10,Suppress expensive offers,2,Behavioral tier 5
2247,D3,Grow basket or category,0,Growth: upsell
2248,D8,Suppress expensive offers,4,Behavioral tier 4
2249,D10,Suppress expensive offers,2,Behavioral tier 5
2250,D5,Low-cost nurture,3,Low-cost nurture
2251,D6,Low-cost nurture,4,Behavioral tier 4
2252,D1,VIP: retain and reward,1,VIP retention
2253,D9,Suppress expensive offers,4,Behavioral tier 4
2254,D7,Low-cost nurture,3,Low-cost nurture
2255,D9,Suppress expensive offers,2,Behavioral tier 5
2256,D7,Low-cost nurture,3,Low-cost nurture
2257,D8,Suppress expensive offers,4,Behavioral tier 4
2258,D7,Low-cost nurture,3,Low-cost nurture
2259,D9,Suppress expensive offers,4,Behavioral tier 4
2260,D1,VIP: retain and reward,1,VIP retention
2261,D1,VIP: retain and reward,1,VIP retention
2262,D7,Low-cost nurture,0,Growth: upsell
2263,D2,Grow basket or category,0,Growth: upsell
2264,D1,VIP: retain and reward,1,VIP retention
2265,D10,Suppress expensive offers,2,Behavioral tier 5
2266,D1,VIP: retain and reward,1,VIP retention
2267,D5,Low-cost nurture,3,Low-cost nurture
2268,D9,Suppress expensive offers,3,Low-cost nurture
2269,D4,Grow basket or category,0,Growth: upsell
2270,D3,Grow basket or category,0,Growth: upsell
2271,D10,Suppress expensive offers,4,Behavioral tier 4
2272,D5,Low-cost nurture,3,Low-cost nurture
2273,D7,Low-cost nurture,4,Behavioral tier 4
2274,D2,Grow basket or category,1,VIP retention
2275,D4,Grow basket or category,0,Growth: upsell
2276,D8,Suppress expensive offers,4,Behavioral tier 4
2277,D3,Grow basket or category,0,Growth: upsell
2278,D8,Suppress expensive offers,3,Low-cost nurture
2279,D8,Suppress expensive offers,4,Behavioral tier 4
2280,D1,VIP: retain and reward,1,VIP retention
2281,D3,Grow basket or category,0,Growth: upsell
2282,D8,Suppress expensive offers,0,Growth: upsell
2283,D7,Low-cost nurture,3,Low-cost nurture
2284,D1,VIP: retain and reward,1,VIP retention
2285,D6,Low-cost nurture,3,Low-cost nurture
2286,D8,Suppress expensive offers,3,Low-cost nurture
2287,D8,Suppress expensive offers,3,Low-cost nurture
2288,D6,Low-cost nurture,0,Growth: upsell
2289,D5,Low-cost nurture,0,Growth: upsell
2290,D8,Suppress expensive offers,3,Low-cost nurture
2291,D9,Suppress expensive offers,2,Behavioral tier 5
2292,D7,Low-cost nurture,0,Growth: upsell
2293,D5,Low-cost nurture,3,Low-cost nurture
2294,D1,VIP: retain and reward,1,VIP retention
2295,D1,VIP: retain and reward,1,VIP retention
2296,D1,VIP: retain and reward,1,VIP retention
2297,D9,Suppress expensive offers,4,Behavioral tier 4
2298,D5,Low-cost nurture,0,Growth: upsell
2299,D6,Low-cost nurture,0,Growth: upsell
2300,D3,Grow basket or category,0,Growth: upsell
2301,D3,Grow basket or category,0,Growth: upsell
2302,D6,Low-cost nurture,3,Low-cost nurture
2303,D5,Low-cost nurture,3,Low-cost nurture
2304,D10,Suppress expensive offers,2,Behavioral tier 5
2305,D2,Grow basket or category,1,VIP retention
2306,D10,Suppress expensive offers,2,Behavioral tier 5
2307,D2,Grow basket or category,1,VIP retention
2308,D9,Suppress expensive offers,2,Behavioral tier 5
2309,D10,Suppress expensive offers,2,Behavioral tier 5
2310,D7,Low-cost nurture,4,Behavioral tier 4
2311,D6,Low-cost nurture,3,Low-cost nurture
2312,D1,VIP: retain and reward,1,VIP retention
2313,D10,Suppress expensive offers,2,Behavioral tier 5
2314,D3,Grow basket or category,1,VIP retention
2315,D10,Suppress expensive offers,2,Behavioral tier 5
2316,D9,Suppress expensive offers,2,Behavioral tier 5
2317,D1,VIP: retain and reward,1,VIP retention
2318,D1,VIP: retain and reward,1,VIP retention
2319,D8,Suppress expensive offers,0,Growth: upsell
2320,D10,Suppress expensive offers,2,Behavioral tier 5
2321,D10,Suppress expensive offers,4,Behavioral tier 4
2322,D1,VIP: retain and reward,1,VIP retention
2323,D8,Suppress expensive offers,3,Low-cost nurture
2324,D5,Low-cost nurture,0,Growth: upsell
2325,D10,Suppress expensive offers,2,Behavioral tier 5
2326,D7,Low-cost nurture,4,Behavioral tier 4
2327,D7,Low-cost nurture,4,Behavioral tier 4
2328,D1,VIP: retain and reward,1,VIP retention
2329,D5,Low-cost nurture,3,Low-cost nurture
2330,D2,Grow basket or category,1,VIP retention
2331,D2,Grow basket or category,1,VIP retention
2332,D10,Suppress expensive offers,2,Behavioral tier 5
2333,D10,Suppress expensive offers,4,Behavioral tier 4
2334,D1,VIP: retain and reward,1,VIP retention
2335,D6,Low-cost nurture,3,Low-cost nurture
2336,D5,Low-cost nurture,0,Growth: upsell
2337,D1,VIP: retain and reward,0,Growth: upsell
2338,D6,Low-cost nurture,3,Low-cost nurture
2339,D10,Suppress expensive offers,2,Behavioral tier 5
2340,D4,Grow basket or category,1,VIP retention
2341,D2,Grow basket or category,0,Growth: upsell
2342,D2,Grow basket or category,1,VIP retention
2343,D3,Grow basket or category,1,VIP retention
2344,D5,Low-cost nurture,3,Low-cost nurture
2345,D3,Grow basket or category,0,Growth: upsell
2346,D7,Low-cost nurture,4,Behavioral tier 4
2347,D4,Grow basket or category,1,VIP retention
2348,D10,Suppress expensive offers,2,Behavioral tier 5
2349,D6,Low-cost nurture,3,Low-cost nurture
2350,D6,Low-cost nurture,3,Low-cost nurture
2351,D1,VIP: retain and reward,1,VIP retention
2352,D7,Low-cost nurture,3,Low-cost nurture
2353,D9,Suppress expensive offers,4,Behavioral tier 4
2354,D3,Grow basket or category,1,VIP retention
2355,D10,Suppress expensive offers,2,Behavioral tier 5
2356,D5,Low-cost nurture,4,Behavioral tier 4
2357,D10,Suppress expensive offers,2,Behavioral tier 5
2358,D5,Low-cost nurture,0,Growth: upsell
2359,D4,Grow basket or category,0,Growth: upsell
2360,D1,VIP: retain and reward,1,VIP retention
2361,D3,Grow basket or category,0,Growth: upsell
2362,D9,Suppress expensive offers,2,Behavioral tier 5
2363,D8,Suppress expensive offers,4,Behavioral tier 4
2364,D2,Grow basket or category,1,VIP retention
2365,D10,Suppress expensive offers,2,Behavioral tier 5
2366,D2,Grow basket or category,1,VIP retention
2367,D3,Grow basket or category,0,Growth: upsell
2368,D7,Low-cost nurture,3,Low-cost nurture
2369,D5,Low-cost nurture,3,Low-cost nurture
2370,D2,Grow basket or category,1,VIP retention
2371,D6,Low-cost nurture,0,Growth: upsell
2372,D4,Grow basket or category,1,VIP retention
2373,D5,Low-cost nurture,0,Growth: upsell
2374,D2,Grow basket or category,1,VIP retention
2375,D4,Grow basket or category,0,Growth: upsell
2376,D3,Grow basket or category,1,VIP retention
2377,D8,Suppress expensive offers,0,Growth: upsell
2378,D1,VIP: retain and reward,1,VIP retention
2379,D7,Low-cost nurture,3,Low-cost nurture
2380,D3,Grow basket or category,1,VIP retention
2381,D5,Low-cost nurture,0,Growth: upsell
2382,D8,Suppress expensive offers,3,Low-cost nurture
2383,D9,Suppress expensive offers,4,Behavioral tier 4
2384,D8,Suppress expensive offers,4,Behavioral tier 4
2385,D2,Grow basket or category,1,VIP retention
2386,D8,Suppress expensive offers,4,Behavioral tier 4
2387,D8,Suppress expensive offers,4,Behavioral tier 4
2388,D6,Low-cost nurture,3,Low-cost nurture
2389,D7,Low-cost nurture,4,Behavioral tier 4
2390,D8,Suppress expensive offers,3,Low-cost nurture
2391,D9,Suppress expensive offers,4,Behavioral tier 4
2392,D7,Low-cost nurture,3,Low-cost nurture
2393,D3,Grow basket or category,3,Low-cost nurture
2394,D7,Low-cost nurture,3,Low-cost nurture
2395,D2,Grow basket or category,0,Growth: upsell
2396,D9,Suppress expensive offers,2,Behavioral tier 5
2397,D8,Suppress expensive offers,3,Low-cost nurture
2398,D6,Low-cost nurture,4,Behavioral tier 4
2399,D10,Suppress expensive offers,2,Behavioral tier 5
2400,D1,VIP: retain and reward,1,VIP retention
2401,D9,Suppress expensive offers,3,Low-cost nurture
2402,D8,Suppress expensive offers,4,Behavioral tier 4
2403,D10,Suppress expensive offers,2,Behavioral tier 5
2404,D9,Suppress expensive offers,4,Behavioral tier 4
2405,D4,Grow basket or category,1,VIP retention
2406,D3,Grow basket or category,1,VIP retention
2407,D2,Grow basket or category,1,VIP retention
2408,D6,Low-cost nurture,3,Low-cost nurture
2409,D8,Suppress expensive offers,4,Behavioral tier 4
2410,D5,Low-cost nurture,3,Low-cost nurture
2411,D6,Low-cost nurture,3,Low-cost nurture
2412,D1,VIP: retain and reward,1,VIP retention
2413,D10,Suppress expensive offers,2,Behavioral tier 5
2414,D10,Suppress expensive offers,2,Behavioral tier 5
2415,D6,Low-cost nurture,0,Growth: upsell
2416,D3,Grow basket or category,1,VIP retention
2417,D10,Suppress expensive offers,2,Behavioral tier 5
2418,D7,Low-cost nurture,0,Growth: upsell
2419,D7,Low-cost nurture,3,Low-cost nurture
2420,D3,Grow basket or category,3,Low-cost nurture
2421,D1,VIP: retain and reward,1,VIP retention
2422,D10,Suppress expensive offers,2,Behavioral tier 5
2423,D4,Grow basket or category,3,Low-cost nurture
2424,D3,Grow basket or category,0,Growth: upsell
2425,D3,Grow basket or category,1,VIP retention
2426,D5,Low-cost nurture,0,Growth: upsell
2427,D1,VIP: retain and reward,1,VIP retention
2428,D10,Suppress expensive offers,2,Behavioral tier 5
2429,D6,Low-cost nurture,4,Behavioral tier 4
2430,D6,Low-cost nurture,3,Low-cost nurture
2431,D8,Suppress expensive offers,3,Low-cost nurture
2432,D3,Grow basket or category,0,Growth: upsell
2433,D9,Suppress expensive offers,2,Behavioral tier 5
2434,D8,Suppress expensive offers,4,Behavioral tier 4
2435,D4,Grow basket or category,4,Behavioral tier 4
2436,D8,Suppress expensive offers,3,Low-cost nurture
2437,D3,Grow basket or category,0,Growth: upsell
2438,D4,Grow basket or category,1,VIP retention
2439,D9,Suppress expensive offers,4,Behavioral tier 4
2440,D5,Low-cost nurture,1,VIP retention
2441,D7,Low-cost nurture,4,Behavioral tier 4
2442,D9,Suppress expensive offers,4,Behavioral tier 4
2443,D3,Grow basket or category,3,Low-cost nurture
2444,D10,Suppress expensive offers,2,Behavioral tier 5
2445,D2,Grow basket or category,1,VIP retention
2446,D2,Grow basket or category,1,VIP retention
2447,D1,VIP: retain and reward,1,VIP retention
2448,D1,VIP: retain and reward,1,VIP retention
2449,D1,VIP: retain and reward,1,VIP retention
2450,D4,Grow basket or category,3,Low-cost nurture
2451,D1,VIP: retain and reward,1,VIP retention
2452,D4,Grow basket or category,0,Growth: upsell
2453,D3,Grow basket or category,0,Growth: upsell
2454,D9,Suppress expensive offers,4,Behavioral tier 4
2455,D2,Grow basket or category,1,VIP retention
2456,D7,Low-cost nurture,4,Behavioral tier 4
2457,D7,Low-cost nurture,4,Behavioral tier 4
2458,D8,Suppress expensive offers,4,Behavioral tier 4
2459,D1,VIP: retain and reward,1,VIP retention
2460,D8,Suppress expensive offers,3,Low-cost nurture
2461,D8,Suppress expensive offers,4,Behavioral tier 4
2462,D1,VIP: retain and reward,1,VIP retention
2463,D10,Suppress expensive offers,2,Behavioral tier 5
2464,D8,Suppress expensive offers,3,Low-cost nurture
2465,D6,Low-cost nurture,0,Growth: upsell
2466,D5,Low-cost nurture,0,Growth: upsell
2467,D1,VIP: retain and reward,1,VIP retention
2468,D5,Low-cost nurture,4,Behavioral tier 4
2469,D9,Suppress expensive offers,4,Behavioral tier 4
2470,D8,Suppress expensive offers,3,Low-cost nurture
2471,D8,Suppress expensive offers,4,Behavioral tier 4
2472,D7,Low-cost nurture,3,Low-cost nurture
2473,D10,Suppress expensive offers,2,Behavioral tier 5
2474,D9,Suppress expensive offers,4,Behavioral tier 4
2475,D3,Grow basket or category,0,Growth: upsell
2476,D9,Suppress expensive offers,2,Behavioral tier 5
2477,D6,Low-cost nurture,3,Low-cost nurture
2478,D4,Grow basket or category,0,Growth: upsell
2479,D1,VIP: retain and reward,1,VIP retention
2480,D6,Low-cost nurture,3,Low-cost nurture
2481,D2,Grow basket or category,1,VIP retention
2482,D5,Low-cost nurture,4,Behavioral tier 4
2483,D6,Low-cost nurture,0,Growth: upsell
2484,D1,VIP: retain and reward,1,VIP retention
2485,D7,Low-cost nurture,0,Growth: upsell
2486,D4,Grow basket or category,1,VIP retention
2487,D9,Suppress expensive offers,4,Behavioral tier 4
2488,D2,Grow basket or category,1,VIP retention
2489,D1,VIP: retain and reward,1,VIP retention
2490,D9,Suppress expensive offers,4,Behavioral tier 4
2491,D8,Suppress expensive offers,4,Behavioral tier 4
2492,D4,Grow basket or category,0,Growth: upsell
2493,D5,Low-cost nurture,3,Low-cost nurture
2494,D6,Low-cost nurture,3,Low-cost nurture
2495,D10,Suppress expensive offers,2,Behavioral tier 5
2496,D3,Grow basket or category,3,Low-cost nurture
2497,D2,Grow basket or category,1,VIP retention
2498,D5,Low-cost nurture,0,Growth: upsell
2499,D4,Grow basket or category,1,VIP retention
2500,D2,Grow basket or category,1,VIP retention
